RA,Fase,Turma,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Avaliador2,Avaliador3,Avaliador4,IAA,IEG,IPS,IDA,Mat,Por,Ing,IPV,IAN,Fase_Ideal,Defasagem,IPP,INDE 23,INDE_ano_atual,pedra_ano_atual,ano,Fase_Ideal_1,Fase_Ideal_2
RA-80,5,K,Feminino,2017,Rede Decisão,Ametista,Topázio,Ametista,7.29,397.0,26.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,9.2,8.3,5.0,7.1,6.5,7.7,7.3,7.625,5.0,Fase 6 (2º EM),-1,7.649999999999997,,7.29,Ametista,2022,Fase 6,2° EM
RA-81,5,K,Feminino,2017,Rede Decisão,Ametista,Topázio,Ametista,7.675,247.0,14.0,2.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,9.2,9.2,5.0,6.0,5.5,5.2,7.3,7.458,10.0,Fase 4 (9º ano),1,7.233999999999998,,7.675,Ametista,2022,Fase 4,9° ano
RA-82,5,K,Feminino,2022,Escola Pública,,,Ágata,6.596,628.0,37.0,9.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,8.8,6.8,7.5,5.5,6.0,5.0,,6.417,5.0,Fase 7 (3º EM),-2,7.225999999999999,,6.596,Ágata,2022,Fase 7,3° EM
RA-83,5,K,Feminino,2022,Escola Pública,,,Ágata,6.671,598.0,35.0,8.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,7.9,6.8,7.5,6.8,6.0,7.5,,5.958,5.0,Fase 7 (3º EM),-2,7.194000000000003,,6.671,Ágata,2022,Fase 7,3° EM
RA-84,5,K,Feminino,2018,Rede Decisão,Ametista,Ametista,Ágata,6.682,596.0,34.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,7.1,8.8,5.0,5.8,5.7,6.5,5.2,6.75,5.0,Fase 7 (3º EM),-2,7.02,,6.682,Ágata,2022,Fase 7,3° EM
RA-85,5,K,Masculino,2022,Escola Pública,,,Ágata,6.243,697.0,43.0,10.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,6.7,7.3,5.0,4.3,5.0,3.5,,5.833,10.0,Fase 5 (1º EM),0,5.8640000000000025,,6.243,Ágata,2022,Fase 5,1° EM
RA-86,5,K,Masculino,2016,Rede Decisão,Topázio,Ametista,Ametista,7.566,286.0,18.0,3.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,7.5,9.6,5.6,6.7,6.2,7.2,6.9,8.458,5.0,Fase 6 (2º EM),-1,8.044000000000002,,7.566,Ametista,2022,Fase 6,2° EM
RA-87,5,K,Masculino,2021,Rede Decisão,,Ametista,Topázio,8.712,15.0,6.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,8.3,9.6,7.5,8.8,8.3,8.0,10.0,8.5,10.0,Fase 5 (1º EM),0,7.519999999999998,,8.712,Topázio,2022,Fase 5,1° EM
RA-88,5,K,Masculino,2021,Escola Pública,,Ametista,Ametista,7.498,312.0,21.0,4.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,7.1,9.2,5.6,6.5,6.8,6.2,6.4,9.208,5.0,Fase 7 (3º EM),-2,7.464000000000004,,7.498,Ametista,2022,Fase 7,3° EM
RA-89,5,K,Masculino,2021,Escola Pública,,Quartzo,Ametista,7.323,383.0,24.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-24,Avaliador-31,9.6,7.8,7.5,5.9,7.5,5.7,4.7,8.0,5.0,Fase 6 (2º EM),-1,7.729999999999997,,7.323,Ametista,2022,Fase 6,2° EM
RA-90,5,L,Feminino,2019,Rede Decisão,Topázio,Topázio,Topázio,9.442,1.0,1.0,1.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,10.0,9.7,9.4,8.5,7.7,8.0,9.8,9.75,10.0,Fase 3 (7º e 8º ano),2,9.11999999999999,,9.442,Topázio,2022,Fase 3,7° e 8° ano
RA-91,5,L,Feminino,2016,Rede Decisão,Ametista,Ametista,Ágata,6.645,608.0,36.0,8.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,9.2,5.7,5.6,6.6,5.5,5.7,8.5,7.125,5.0,Fase 6 (2º EM),-1,7.8000000000000025,,6.645,Ágata,2022,Fase 6,2° EM
RA-92,5,L,Feminino,2016,Rede Decisão,Topázio,Ametista,Ágata,6.957,501.0,30.0,7.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,9.2,7.1,5.0,7.4,7.8,5.5,8.8,6.667,5.0,Fase 6 (2º EM),-1,8.035999999999994,,6.957,Ágata,2022,Fase 6,2° EM
RA-93,5,L,Feminino,2016,Rede Decisão,Ametista,Topázio,Topázio,8.941,6.0,4.0,3.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,8.3,9.7,8.1,8.5,8.8,8.3,8.4,9.083,10.0,Fase 5 (1º EM),0,8.443999999999985,,8.941,Topázio,2022,Fase 5,1° EM
RA-94,5,L,Feminino,2018,Rede Decisão,Ametista,Topázio,Topázio,8.921,7.0,5.0,4.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,8.3,9.6,8.1,7.7,7.0,6.7,9.5,9.583,10.0,Fase 5 (1º EM),0,9.04399999999999,,8.921,Topázio,2022,Fase 5,1° EM
RA-95,5,L,Feminino,2022,Escola Pública,,,Ágata,6.308,685.0,41.0,9.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,8.3,6.6,7.5,4.8,6.0,8.0,0.5,6.292,5.0,Fase 7 (3º EM),-2,6.8959999999999955,,6.308,Ágata,2022,Fase 7,3° EM
RA-96,5,L,Masculino,2021,Escola Pública,,Ametista,Ametista,7.54,295.0,19.0,5.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,9.2,7.8,6.9,6.7,5.7,6.5,8.0,8.5,5.0,Fase 6 (2º EM),-1,8.299999999999992,,7.54,Ametista,2022,Fase 6,2° EM
RA-97,5,L,Feminino,2017,Rede Decisão,Ametista,Ágata,Ametista,7.468,328.0,22.0,6.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,7.5,8.8,5.0,6.9,5.3,6.7,8.8,6.292,10.0,Fase 5 (1º EM),0,8.195999999999994,,7.468,Ametista,2022,Fase 5,1° EM
RA-98,5,L,Feminino,2017,Rede Decisão,Topázio,Topázio,Topázio,9.354,2.0,2.0,2.0,4.0,Avaliador-5,Avaliador-27,Avaliador-24,Avaliador-31,8.8,10.0,9.4,8.5,8.4,8.2,8.9,9.667,10.0,Fase 5 (1º EM),0,9.00599999999999,,9.354,Topázio,2022,Fase 5,1° EM
RA-99,5,L,Masculino,2019,Escola Pública,Ágata,Ágata,Ágata,6.158,701.0,44.0,10.0,4.0,Avaliador-6,Avaliador-27,Avaliador-28,Avaliador-31,8.8,6.3,7.5,5.0,5.7,3.4,5.8,5.833,5.0,Fase 6 (2º EM),-1,6.014000000000008,,6.158,Ágata,2022,Fase 6,2° EM
RA-100,4,A,Feminino,2019,Rede Decisão,Ametista,Topázio,Ametista,7.618,268.0,22.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,7.8,5.0,7.6,7.0,7.8,8.1,7.25,10.0,Fase 3 (7º e 8º ano),1,7.080000000000002,,7.618,Ametista,2022,Fase 3,7° e 8° ano
RA-101,4,A,Feminino,2021,Escola Pública,,Ametista,Ametista,7.305,387.0,31.0,8.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.3,7.5,7.6,7.2,6.5,9.2,6.833,5.0,Fase 5 (1º EM),-1,7.18399999999999,,7.305,Ametista,2022,Fase 5,1° EM
RA-102,4,A,Masculino,2019,Escola Pública,Ametista,Ametista,Ágata,6.922,519.0,43.0,9.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,6.7,7.7,6.9,5.7,4.7,6.8,5.5,6.0,10.0,Fase 4 (9º ano),0,6.819999999999986,,6.922,Ágata,2022,Fase 4,9° ano
RA-103,4,A,Feminino,2020,Rede Decisão,Ágata,Ametista,Topázio,8.107,114.0,11.0,4.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.7,7.5,7.3,7.3,7.3,7.3,7.708,10.0,Fase 3 (7º e 8º ano),1,8.253999999999992,,8.107,Topázio,2022,Fase 3,7° e 8° ano
RA-104,4,A,Masculino,2022,Escola Pública,,,Ágata,6.315,681.0,61.0,11.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.7,7.5,3.7,4.8,5.8,0.3,6.708,2.5,Fase 8 (Universitários),-4,7.34375,,6.315,Ágata,2022,Fase 8,Universitários
RA-105,4,A,Masculino,2016,Rede Decisão,Ametista,Ametista,Ágata,6.846,542.0,47.0,10.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.2,5.6,6.7,7.2,6.2,6.8,7.417,2.5,Fase 7 (3º EM),-3,7.826000000000004,,6.846,Ágata,2022,Fase 7,3° EM
RA-106,4,A,Feminino,2016,Rede Decisão,Topázio,Ametista,Ametista,7.973,148.0,13.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.2,8.0,9.4,7.4,7.8,7.2,7.2,8.375,5.0,Fase 5 (1º EM),-1,8.579999999999997,,7.973,Ametista,2022,Fase 5,1° EM
RA-107,4,A,Feminino,2018,Escola Pública,Topázio,Ágata,Ágata,6.258,693.0,63.0,12.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,6.4,7.5,4.6,3.3,4.3,6.0,6.5,5.0,Fase 5 (1º EM),-1,7.58,,6.258,Ágata,2022,Fase 5,1° EM
RA-108,4,A,Feminino,2019,Escola Pública,Ágata,Ágata,Quartzo,5.547,784.0,72.0,15.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,4.6,7.7,5.0,5.0,3.0,5.8,6.2,6.125,2.5,Fase 7 (3º EM),-3,5.720000000000001,,5.547,Quartzo,2022,Fase 7,3° EM
RA-109,4,A,Masculino,2021,Rede Decisão,,Ametista,Topázio,8.512,33.0,4.0,2.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,10.0,8.8,8.4,7.8,7.5,9.9,8.667,5.0,Fase 6 (2º EM),-2,8.386000000000013,,8.512,Topázio,2022,Fase 6,2° EM
RA-110,4,A,Masculino,2017,Rede Decisão,Ametista,Topázio,Topázio,8.15,100.0,10.0,3.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.2,9.7,5.6,6.7,8.3,5.7,6.0,8.0,10.0,Fase 4 (9º ano),0,7.900000000000009,,8.15,Topázio,2022,Fase 4,9° ano
RA-111,4,A,Feminino,2020,Rede Decisão,Ametista,Topázio,Topázio,8.646,22.0,2.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,9.4,8.1,8.0,6.7,7.5,9.7,8.667,10.0,Fase 3 (7º e 8º ano),1,8.726000000000003,,8.646,Topázio,2022,Fase 3,7° e 8° ano
RA-112,4,A,Feminino,2016,Rede Decisão,Ametista,Ametista,Ametista,7.836,189.0,17.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,7.8,6.3,8.5,9.0,7.5,9.1,8.833,5.0,Fase 5 (1º EM),-1,8.893999999999993,,7.836,Ametista,2022,Fase 5,1° EM
RA-113,4,A,Feminino,2017,Rede Decisão,Ametista,Ágata,Quartzo,3.032,862.0,76.0,16.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,0.0,0.0,5.0,3.7,3.3,5.5,2.3,3.792,5.0,Fase 5 (1º EM),-1,5.3359999999999985,,3.032,Quartzo,2022,Fase 5,1° EM
RA-114,4,A,Masculino,2022,Escola Pública,,,Quartzo,5.894,738.0,66.0,13.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,6.3,7.5,5.3,6.0,4.5,,5.0,5.0,Fase 6 (2º EM),-2,5.339999999999998,,5.894,Quartzo,2022,Fase 6,2° EM
RA-115,4,A,Feminino,2019,Escola Pública,Ametista,Ametista,Quartzo,5.886,740.0,67.0,14.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,6.8,6.3,3.8,3.0,5.7,2.7,5.583,5.0,Fase 6 (2º EM),-2,6.894,,5.886,Quartzo,2022,Fase 6,2° EM
RA-116,4,B,Feminino,2019,Escola Pública,Ametista,Ágata,Ágata,6.854,538.0,46.0,8.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,5.8,8.1,6.3,5.9,5.0,7.2,5.5,7.792,5.0,Fase 6 (2º EM),-2,7.855999999999996,,6.854,Ágata,2022,Fase 6,2° EM
RA-117,4,B,Feminino,2022,Escola Pública,,,Ágata,6.685,593.0,55.0,10.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,6.3,6.9,6.1,4.7,6.7,7.0,7.417,5.0,Fase 5 (1º EM),-1,7.4159999999999915,,6.685,Ágata,2022,Fase 5,1° EM
RA-118,4,B,Feminino,2021,Escola Pública,,Ametista,Quartzo,5.597,775.0,70.0,12.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,0.0,5.3,6.3,3.9,3.7,4.7,3.5,6.958,10.0,Fase 4 (9º ano),0,7.354000000000003,,5.597,Quartzo,2022,Fase 4,9° ano
RA-119,4,B,Feminino,2016,Rede Decisão,Ametista,Ágata,Ametista,7.501,311.0,26.0,3.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,8.2,5.6,5.4,5.7,7.0,3.4,7.875,10.0,Fase 4 (9º ano),0,8.160000000000007,,7.501,Ametista,2022,Fase 4,9° ano
RA-120,4,B,Masculino,2019,Escola Pública,Ametista,Ametista,Ágata,6.825,547.0,48.0,9.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,5.9,7.5,6.2,3.7,5.2,9.7,7.667,5.0,Fase 5 (1º EM),-1,7.915999999999999,,6.825,Ágata,2022,Fase 5,1° EM
RA-121,4,B,Feminino,2021,Escola Pública,,Ágata,Ametista,7.245,413.0,33.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.1,8.4,6.3,7.2,5.7,6.8,9.0,7.625,5.0,Fase 6 (2º EM),-2,7.599999999999998,,7.245,Ametista,2022,Fase 6,2° EM
RA-122,4,B,Feminino,2019,Escola Pública,Ágata,Quartzo,Quartzo,5.061,818.0,74.0,14.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,3.4,7.5,1.8,1.7,3.7,0.0,4.958,10.0,Fase 4 (9º ano),0,4.893999999999998,,5.061,Quartzo,2022,Fase 4,9° ano
RA-123,4,B,Masculino,2017,Rede Decisão,Ametista,Ametista,Ametista,7.084,461.0,37.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.6,5.6,6.5,7.3,6.3,5.9,7.292,5.0,Fase 6 (2º EM),-2,7.555999999999994,,7.084,Ametista,2022,Fase 6,2° EM
RA-124,4,B,Masculino,2016,Rede Decisão,Ametista,Ametista,Ametista,7.388,365.0,29.0,4.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,7.8,5.0,6.7,5.7,7.0,7.5,7.167,10.0,Fase 4 (9º ano),0,7.646000000000006,,7.388,Ametista,2022,Fase 4,9° ano
RA-125,4,B,Feminino,2022,Escola Pública,,,Ametista,7.619,266.0,21.0,2.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,8.5,7.5,7.1,5.0,7.2,9.2,7.75,5.0,Fase 5 (1º EM),-1,8.19,,7.619,Ametista,2022,Fase 5,1° EM
RA-126,4,B,Masculino,2018,Escola Pública,Ametista,Ametista,Ágata,6.289,689.0,62.0,11.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.1,5.8,7.5,4.4,4.0,5.0,4.2,7.417,5.0,Fase 5 (1º EM),-1,8.056000000000001,,6.289,Ágata,2022,Fase 5,1° EM
RA-127,4,B,Feminino,2022,Escola Pública,,,Topázio,8.283,63.0,7.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,8.7,7.5,7.9,7.7,7.7,8.3,8.125,10.0,Fase 4 (9º ano),0,8.379999999999992,,8.283,Topázio,2022,Fase 4,9° ano
RA-128,4,B,Masculino,2019,Escola Pública,Ametista,Ágata,Quartzo,5.563,778.0,71.0,13.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,0.0,6.2,7.5,5.6,6.7,6.8,3.2,6.167,5.0,Fase 5 (1º EM),-1,7.195999999999989,,5.563,Quartzo,2022,Fase 5,1° EM
RA-129,4,B,Masculino,2019,Escola Pública,Ametista,Ametista,Ágata,6.926,516.0,42.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,6.7,6.4,7.5,6.7,6.0,5.3,8.7,7.792,5.0,Fase 5 (1º EM),-1,8.276000000000003,,6.926,Ágata,2022,Fase 5,1° EM
RA-130,4,F,Feminino,2018,Escola Pública,Quartzo,Ágata,Quartzo,5.624,772.0,69.0,14.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,4.7,5.0,4.1,3.7,5.2,3.5,6.5,5.0,Fase 6 (2º EM),-2,7.34,,5.624,Quartzo,2022,Fase 6,2° EM
RA-131,4,F,Feminino,2016,Escola Pública,Topázio,Ametista,Ametista,7.174,440.0,35.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,9.0,5.6,5.6,6.0,6.5,4.2,7.75,5.0,Fase 5 (1º EM),-1,7.640000000000011,,7.174,Ametista,2022,Fase 5,1° EM
RA-132,4,F,Feminino,2019,Rede Decisão,Topázio,Ametista,Topázio,8.355,53.0,5.0,2.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,10.0,8.8,5.6,7.7,6.5,7.5,9.1,8.458,10.0,Fase 4 (9º ano),0,8.033999999999999,,8.355,Topázio,2022,Fase 4,9° ano
RA-133,4,F,Feminino,2016,Escola Pública,Ametista,Quartzo,Ágata,6.875,530.0,45.0,10.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,7.1,7.5,5.6,4.7,7.2,5.0,7.625,5.0,Fase 5 (1º EM),-1,7.699999999999996,,6.875,Ágata,2022,Fase 5,1° EM
RA-134,4,F,Feminino,2021,Escola Pública,,Ágata,Ágata,6.607,623.0,56.0,12.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,6.8,7.5,4.7,4.7,6.8,2.5,7.375,5.0,Fase 5 (1º EM),-1,7.0200000000000085,,6.607,Ágata,2022,Fase 5,1° EM
RA-135,4,F,Feminino,2019,Escola Pública,Topázio,Ametista,Ametista,7.692,237.0,20.0,4.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,7.8,5.6,8.6,8.0,8.2,9.5,8.583,5.0,Fase 5 (1º EM),-1,8.054000000000006,,7.692,Ametista,2022,Fase 5,1° EM
RA-136,4,F,Masculino,2019,Escola Pública,Ágata,Ágata,Ágata,6.478,646.0,59.0,13.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,10.0,6.3,7.5,4.6,5.3,5.7,2.8,6.667,5.0,Fase 5 (1º EM),-1,7.145999999999999,,6.478,Ágata,2022,Fase 5,1° EM
RA-137,4,F,Feminino,2016,Rede Decisão,Quartzo,Ágata,Ametista,7.056,468.0,38.0,9.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,8.9,5.0,7.3,6.0,7.3,8.5,7.792,2.5,Fase 7 (3º EM),-3,7.5760000000000005,,7.056,Ametista,2022,Fase 7,3° EM
RA-138,4,F,Masculino,2016,Escola Pública,Ametista,Ágata,Ágata,6.738,573.0,53.0,11.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.6,8.0,5.6,5.6,5.0,6.5,5.2,6.375,5.0,Fase 5 (1º EM),-1,7.2300000000000075,,6.738,Ágata,2022,Fase 5,1° EM
RA-139,4,F,Masculino,2019,Escola Pública,Quartzo,Ágata,Quartzo,3.738,858.0,75.0,15.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.1,3.5,5.0,1.4,1.7,2.7,0.0,3.917,2.5,Fase 7 (3º EM),-3,5.146000000000002,,3.738,Quartzo,2022,Fase 7,3° EM
RA-140,4,F,Feminino,2021,Escola Pública,,Ametista,Ametista,7.407,358.0,28.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,7.6,6.9,5.7,5.0,6.5,5.6,7.667,10.0,Fase 4 (9º ano),0,7.335999999999991,,7.407,Ametista,2022,Fase 4,9° ano
RA-141,4,F,Masculino,2017,Escola Pública,Ágata,Ágata,Ametista,7.118,450.0,36.0,8.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.2,8.2,5.6,5.7,5.8,6.2,5.0,5.917,10.0,Fase 4 (9º ano),0,6.7460000000000075,,7.118,Ametista,2022,Fase 4,9° ano
RA-142,4,F,Feminino,2021,Escola Pública,,Ágata,Ametista,7.457,332.0,27.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,6.7,8.6,5.6,6.3,6.0,6.8,6.0,7.583,10.0,Fase 4 (9º ano),0,7.304000000000004,,7.457,Ametista,2022,Fase 4,9° ano
RA-143,4,F,Masculino,2019,Rede Decisão,Topázio,Topázio,Topázio,8.638,24.0,3.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,9.9,5.6,7.9,9.7,7.7,6.4,9.5,10.0,Fase 3 (7º e 8º ano),1,7.879999999999994,,8.638,Topázio,2022,Fase 3,7° e 8° ano
RA-144,4,F,Feminino,2017,Rede Decisão,Ágata,Quartzo,Topázio,8.181,89.0,9.0,3.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,9.3,5.0,7.9,7.5,7.2,9.0,8.292,10.0,Fase 4 (9º ano),0,8.325999999999985,,8.181,Topázio,2022,Fase 4,9° ano
RA-145,4,H,Masculino,2017,Escola Pública,Ágata,Ágata,Quartzo,5.846,746.0,68.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,0.0,6.3,8.1,5.2,3.0,4.8,7.8,7.25,5.0,Fase 6 (2º EM),-2,7.859999999999996,,5.846,Quartzo,2022,Fase 6,2° EM
RA-146,4,H,Feminino,2022,Escola Pública,,,Ametista,7.947,156.0,15.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,9.2,7.5,7.9,6.3,7.3,10.0,8.208,5.0,Fase 5 (1º EM),-1,8.053999999999997,,7.947,Ametista,2022,Fase 5,1° EM
RA-147,4,H,Feminino,2022,Escola Pública,,,Ametista,7.541,293.0,24.0,4.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,7.7,7.5,6.1,5.8,4.8,7.7,7.25,10.0,Fase 4 (9º ano),0,7.510000000000003,,7.541,Ametista,2022,Fase 4,9° ano
RA-148,4,H,Masculino,2022,Escola Pública,,,Ametista,7.894,172.0,16.0,2.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.2,7.9,10.0,5.3,4.7,6.3,5.0,7.708,10.0,Fase 4 (9º ano),0,7.923999999999998,,7.894,Ametista,2022,Fase 4,9° ano
RA-149,4,H,Feminino,2022,Escola Pública,,,Ágata,6.323,679.0,60.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.2,6.5,7.5,5.0,4.0,6.0,,6.125,5.0,Fase 5 (1º EM),-1,6.280000000000001,,6.323,Ágata,2022,Fase 5,1° EM
RA-150,4,H,Feminino,2020,Escola Pública,Ametista,Ametista,Ágata,6.962,498.0,41.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,9.6,6.3,6.9,6.9,5.3,6.7,8.6,7.333,5.0,Fase 6 (2º EM),-2,7.053999999999991,,6.962,Ágata,2022,Fase 6,2° EM
RA-151,4,H,Feminino,2020,Escola Pública,Ametista,Ametista,Ametista,7.563,289.0,23.0,3.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.8,7.5,6.9,8.3,7.3,8.0,9.5,7.958,5.0,Fase 6 (2º EM),-2,7.413999999999996,,7.563,Ametista,2022,Fase 6,2° EM
RA-152,4,L,Feminino,2022,Escola Pública,,,Ágata,6.712,586.0,54.0,13.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,7.0,7.5,6.5,4.0,7.0,8.5,6.292,5.0,Fase 6 (2º EM),-2,6.735999999999995,,6.712,Ágata,2022,Fase 6,2° EM
RA-153,4,L,Feminino,2018,Rede Decisão,Ágata,Ametista,Ametista,7.535,297.0,25.0,5.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,8.2,5.0,6.6,3.3,7.7,8.8,7.708,10.0,Fase 4 (9º ano),0,7.434000000000003,,7.535,Ametista,2022,Fase 4,9° ano
RA-154,4,L,Masculino,2017,Escola Pública,Ágata,Ágata,Ágata,6.073,714.0,65.0,15.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,8.3,6.1,6.3,4.0,3.7,6.2,2.1,6.833,5.0,Fase 5 (1º EM),-1,7.263999999999999,,6.073,Quartzo,2022,Fase 5,1° EM
RA-155,4,L,Masculino,2022,Escola Pública,,,Ametista,7.051,470.0,39.0,9.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,10.0,8.3,7.5,5.2,4.3,6.8,4.3,6.833,5.0,Fase 6 (2º EM),-2,7.343999999999999,,7.051,Ametista,2022,Fase 6,2° EM
RA-156,4,L,Masculino,2018,Escola Pública,Ametista,Ágata,Ametista,7.357,376.0,30.0,6.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,10.0,8.3,9.4,4.4,4.7,6.5,2.1,7.792,5.0,Fase 5 (1º EM),-1,8.186,,7.357,Ametista,2022,Fase 5,1° EM
RA-157,4,L,Feminino,2018,Rede Decisão,Ametista,Topázio,Topázio,8.317,59.0,6.0,1.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.5,10.0,6.3,7.7,7.0,7.5,8.7,8.292,10.0,Fase 3 (7º e 8º ano),1,7.385999999999999,,8.317,Topázio,2022,Fase 3,7° e 8° ano
RA-158,4,L,Feminino,2017,Rede Decisão,Ametista,Ametista,Ametista,7.302,392.0,32.0,7.0,4.0,Avaliador-6,Avaliador-27,Avaliador-30,Avaliador-31,7.9,9.8,5.6,6.6,5.0,6.7,8.1,8.125,2.5,Fase 7 (3º EM),-3,7.969999999999997,,7.302,Ametista,2022,Fase 7,3° EM
